App,Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Reviews_numeric,Reviews_isnull,Price Numerical,Positive Ratio
Baby Panda Care,FAMILY,4.2,108795.0,"10,000,000+",Free,Everyone,Educational;Pretend Play,2018-06-15,8.25.10.00,4.0.3 and up,108795.0,False,0.0,0.64
Hello Kitty Lunchbox,FAMILY,4.2,51838.0,"5,000,000+",Free,Everyone,Casual;Creativity,2017-11-21,1.6,4.1 and up,51838.0,False,0.0,0.5588235294117647
Duolingo: Learn Languages Free,FAMILY,4.7,6294397.0,"100,000,000+",Free,Everyone,Education;Education,2018-08-01,Varies with device,Varies with device,6294397.0,False,0.0,0.8333333333333334
COOKING MAMA Let's Cook!,FAMILY,4.3,528745.0,"10,000,000+",Free,Everyone,Educational;Pretend Play,2018-07-26,1.38.0,4.1 and up,528745.0,False,0.0,0.7222222222222222
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471.0,"5,000,000+",Free,Everyone,Entertainment;Music & Video,2018-07-05,Varies with device,4.4 and up,82471.0,False,0.0,0.7777777777777778
Equestria Girls,FAMILY,4.3,392596.0,"10,000,000+",Free,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up,392596.0,False,0.0,0.5675675675675675
Fun Kid Racing,FAMILY,4.0,79667.0,"10,000,000+",Free,Everyone,Racing;Action & Adventure,2018-08-03,3.52,4.2 and up,79667.0,False,0.0,0.7272727272727273
Frozen Free Fall,FAMILY,4.3,1574204.0,"50,000,000+",Free,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up,1574204.0,False,0.0,0.48333333333333334
ABCmouse.com,FAMILY,4.3,50887.0,"5,000,000+",Free,Everyone,Education;Education,2018-07-03,7.2.0,4.4 and up,50887.0,False,0.0,0.6944444444444444
Essential Anatomy 3,MEDICAL,4.1,1533.0,"50,000+",Paid,Mature 17+,Medical,2014-08-07,1.1.3,4.0.3 and up,1533.0,False,11.99,0.875
Diabetes & Diet Tracker,MEDICAL,4.6,395.0,"1,000+",Paid,Everyone,Medical,2018-07-16,6.5.1,5.0 and up,395.0,False,9.99,0.8918918918918919
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158.0,"1,000,000+",Free,Everyone,Medical,2018-07-26,5.4.8,4.1 and up,59158.0,False,0.0,0.6486486486486487
FollowMyHealth®,MEDICAL,4.6,73118.0,"1,000,000+",Free,Everyone,Medical,2018-05-10,3.3,4.4 and up,73118.0,False,0.0,0.8421052631578947
Blood Pressure,MEDICAL,4.2,33033.0,"5,000,000+",Free,Everyone,Medical,2018-07-24,3.27.3,4.1 and up,33033.0,False,0.0,0.7948717948717948
Doctor On Demand,MEDICAL,4.7,18674.0,"1,000,000+",Free,Everyone,Medical,2018-07-27,3.25.0,4.4 and up,18674.0,False,0.0,0.7777777777777778
BioLife Plasma Services,MEDICAL,3.5,250.0,"100,000+",Free,Everyone,Medical,2018-07-09,1.2.0,4.4 and up,250.0,False,0.0,0.6153846153846154
Anthem Anywhere,MEDICAL,2.7,2657.0,"500,000+",Free,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,2657.0,False,0.0,0.2923076923076923
Blood Donor,MEDICAL,4.2,4476.0,"500,000+",Free,Everyone,Medical,2018-07-31,1.6.2,4.1 and up,4476.0,False,0.0,0.6666666666666666
1800 Contacts - Lens Store,MEDICAL,4.7,23160.0,"1,000,000+",Free,Everyone,Medical,2018-07-27,7.4.1,5.0 and up,23160.0,False,0.0,0.8
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348.0,"500,000+",Free,Everyone,Medical,2018-04-13,1.4.6,4.0 and up,8348.0,False,0.0,0.875
CVS Caremark,MEDICAL,3.5,3707.0,"500,000+",Free,Everyone,Medical,2018-07-28,4.36,4.4 and up,3707.0,False,0.0,0.5897435897435898
Ada - Your Health Guide,MEDICAL,4.7,87418.0,"1,000,000+",Free,Everyone,Medical,2018-07-16,2.25.0,4.4 and up,87418.0,False,0.0,0.8571428571428571
All Mental disorders,MEDICAL,4.5,453.0,"100,000+",Free,Everyone,Medical,2017-07-07,1.1,4.0.3 and up,453.0,False,0.0,0.6615384615384615
Delta Dental,MEDICAL,3.0,914.0,"100,000+",Free,Everyone,Medical,2018-07-17,4.6.0,5.0 and up,914.0,False,0.0,0.225
Drugs.com Medication Guide,MEDICAL,4.4,15875.0,"1,000,000+",Free,Everyone,Medical,2018-05-22,Varies with device,4.4 and up,15875.0,False,0.0,0.8205128205128205
HealtheLife,MEDICAL,3.6,190.0,"100,000+",Free,Everyone,Medical,2018-01-02,2.4.0,4.4 and up,190.0,False,0.0,0.35
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167.0,"1,000,000+",Free,Everyone,Medical,2018-07-18,2.0,4.1 and up,72167.0,False,0.0,0.7777777777777778
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318.0,"100,000+",Free,Everyone,Medical,2018-07-26,1.3.185,4.1 and up,4318.0,False,0.0,0.85
Epocrates Plus,MEDICAL,4.3,23889.0,"1,000,000+",Free,Everyone,Medical,2018-07-10,Varies with device,4.0 and up,23889.0,False,0.0,0.725
Banfield Pet Health Tracker,MEDICAL,4.2,1747.0,"100,000+",Free,Everyone,Medical,2016-10-17,1.2.2,4.0 and up,1747.0,False,0.0,0.575
Davis's Drug Guide for Nurses,MEDICAL,4.5,572.0,"50,000+",Free,Everyone,Medical,2018-07-13,4.3.2.315,4.4 and up,572.0,False,0.0,0.6666666666666666
Diabetes:M,MEDICAL,4.6,15545.0,"100,000+",Free,Everyone,Medical,2018-08-01,6.1.3,Varies with device,15545.0,False,0.0,0.8461538461538461
HESI A2 Pocket Prep,MEDICAL,4.3,2108.0,"50,000+",Free,Everyone,Medical,2018-05-02,4.5.1,4.4 and up,2108.0,False,0.0,0.7666666666666667
Davis's Drug Guide,MEDICAL,3.9,272.0,"50,000+",Free,Everyone,Medical,2017-12-11,2.7.36,4.1 and up,272.0,False,0.0,0.3333333333333333
Essential Anatomy 3,MEDICAL,4.1,1533.0,"50,000+",Paid,Mature 17+,Medical,2014-08-07,1.1.3,4.0.3 and up,1533.0,False,11.99,0.875
Free Hypnosis,MEDICAL,4.2,4303.0,"100,000+",Free,Everyone,Medical,2016-09-06,Varies with device,Varies with device,4303.0,False,0.0,0.9333333333333333
Diabetes & Diet Tracker,MEDICAL,4.6,395.0,"1,000+",Paid,Everyone,Medical,2018-07-16,6.5.1,5.0 and up,395.0,False,9.99,0.8918918918918919
Dosecast - Medication Reminder,MEDICAL,4.3,4107.0,"100,000+",Free,Everyone,Medical,2018-04-17,Varies with device,Varies with device,4107.0,False,0.0,0.8947368421052632
Anthem BC Anywhere,MEDICAL,2.6,496.0,"100,000+",Free,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,496.0,False,0.0,0.25806451612903225
Ada - Your Health Guide,MEDICAL,4.7,87418.0,"1,000,000+",Free,Everyone,Medical,2018-07-16,2.25.0,4.4 and up,87418.0,False,0.0,0.8571428571428571
All Mental disorders,MEDICAL,4.5,453.0,"100,000+",Free,Everyone,Medical,2017-07-07,1.1,4.0.3 and up,453.0,False,0.0,0.6615384615384615
High Blood Pressure Symptoms,MEDICAL,4.0,531.0,"100,000+",Free,Everyone,Medical,2015-01-18,1.0,3.0 and up,531.0,False,0.0,0.7567567567567568
Blood Pressure(BP) Diary,MEDICAL,3.7,3596.0,"1,000,000+",Free,Everyone,Medical,2018-07-18,4.0.9,4.0.3 and up,3596.0,False,0.0,0.35
Anthem Anywhere,MEDICAL,2.7,2657.0,"500,000+",Free,Everyone,Medical,2018-07-27,8.0.226,4.4 and up,2657.0,False,0.0,0.2923076923076923
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123.0,"10,000+",Free,Everyone,Medical,2018-06-01,0.6.88,5.0 and up,123.0,False,0.0,0.6410256410256411
BELONG Beating Cancer Together,MEDICAL,4.7,623.0,"50,000+",Free,Teen,Medical,2018-07-29,4.0.5,4.3 and up,623.0,False,0.0,0.7368421052631579
ConnectLine,MEDICAL,3.1,253.0,"50,000+",Free,Everyone,Medical,2016-09-12,1.3.4,2.3.3 and up,253.0,False,0.0,0.6842105263157895
Banfield Pet Health Tracker,MEDICAL,4.2,1747.0,"100,000+",Free,Everyone,Medical,2016-10-17,1.2.2,4.0 and up,1747.0,False,0.0,0.575
1800 Contacts - Lens Store,MEDICAL,4.7,23160.0,"1,000,000+",Free,Everyone,Medical,2018-07-27,7.4.1,5.0 and up,23160.0,False,0.0,0.8
Facebook,SOCIAL,4.1,78158306.0,"1,000,000,000+",Free,Teen,Social,2018-08-03,Varies with device,Varies with device,78158306.0,False,0.0,0.4015151515151515
Facebook Lite,SOCIAL,4.3,8606259.0,"500,000,000+",Free,Teen,Social,2018-08-01,Varies with device,Varies with device,8606259.0,False,0.0,0.41379310344827586
All Social Networks,SOCIAL,4.2,22492.0,"1,000,000+",Free,Everyone,Social,2018-05-21,2.4.12,4.0 and up,22492.0,False,0.0,0.35294117647058826
Google+,SOCIAL,4.2,4831125.0,"1,000,000,000+",Free,Teen,Social,2018-07-26,Varies with device,Varies with device,4831125.0,False,0.0,1.0
"Hide Something - Photo, Video",SOCIAL,4.6,225103.0,"5,000,000+",Free,Everyone,Social,2018-06-13,5.1.1,4.1 and up,225103.0,False,0.0,0.7
Amino: Communities and Chats,SOCIAL,4.8,1259075.0,"10,000,000+",Free,Teen,Social,2018-07-20,1.8.19179,4.0.3 and up,1259075.0,False,0.0,0.6571428571428571
Facebook Local,SOCIAL,4.2,4751.0,"1,000,000+",Free,Teen,Social,2018-06-30,13.0,4.1 and up,4751.0,False,0.0,0.5714285714285714
HTC Social Plugin - Facebook,SOCIAL,3.6,13223.0,"10,000,000+",Free,Mature 17+,Social,2016-06-08,8.00.752746,4.4 and up,13223.0,False,0.0,0.358974358974359
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146.0,"1,000,000+",Free,Everyone,Social,2018-07-27,Varies with device,4.0.3 and up,57146.0,False,0.0,0.6875
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,"100,000,000+",Free,Mature 17+,Social,2018-08-02,Varies with device,Varies with device,3781770.0,False,0.0,0.48333333333333334
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725.0,"10,000,000+",Free,Everyone,Social,2018-07-31,3.8.1,4.1 and up,412725.0,False,0.0,0.6944444444444444
Blogger,SOCIAL,3.7,138026.0,"5,000,000+",Free,Mature 17+,Social,2016-02-29,2.1.3,2.1 and up,138026.0,False,0.0,0.8157894736842105
Bloglovin',SOCIAL,3.9,8936.0,"500,000+",Free,Everyone,Social,2017-05-18,Varies with device,Varies with device,8936.0,False,0.0,0.48717948717948717
Blogaway for Android (Blogger),SOCIAL,3.7,4253.0,"100,000+",Free,Teen,Social,2018-05-31,7.0.7,4.0.3 and up,4253.0,False,0.0,0.5277777777777778
Banjo,SOCIAL,4.2,58341.0,"1,000,000+",Free,Everyone,Social,2015-07-25,4.6.2.0,2.3 and up,58341.0,False,0.0,0.6923076923076923
Frontback - Social Photos,SOCIAL,3.8,19446.0,"1,000,000+",Free,Mature 17+,Social,2017-12-01,3.4.5,4.0.3 and up,19446.0,False,0.0,0.5833333333333334
Couple - Relationship App,SOCIAL,4.0,33249.0,"1,000,000+",Free,Everyone,Social,2015-03-05,1.8.0,2.3 and up,33249.0,False,0.0,1.0
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,"100,000,000+",Free,Mature 17+,Social,2018-08-02,Varies with device,Varies with device,3781770.0,False,0.0,0.48333333333333334
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722.0,"10,000,000+",Free,Mature 17+,Social,2018-07-23,Varies with device,Varies with device,175722.0,False,0.0,0.3333333333333333
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,"100,000,000+",Free,Mature 17+,Social,2018-08-02,Varies with device,Varies with device,3781770.0,False,0.0,0.48333333333333334
Couple - Relationship App,SOCIAL,4.0,33249.0,"1,000,000+",Free,Everyone,Social,2015-03-05,1.8.0,2.3 and up,33249.0,False,0.0,1.0
Amazon for Tablets,SHOPPING,4.0,141613.0,"10,000,000+",Free,Teen,Shopping,2018-07-31,16.14.0.850,4.4 and up,141613.0,False,0.0,0.5
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606.0,"100,000,000+",Free,Teen,Shopping,2018-08-06,Varies with device,Varies with device,5916606.0,False,0.0,0.6444444444444445
Amazon Shopping,SHOPPING,4.3,909226.0,"100,000,000+",Free,Teen,Shopping,2018-07-31,16.14.0.100,4.4 and up,909226.0,False,0.0,0.4888888888888889
Flipp - Weekly Shopping,SHOPPING,4.6,85858.0,"10,000,000+",Free,Everyone,Shopping,2018-07-30,Varies with device,Varies with device,85858.0,False,0.0,0.9354838709677419
GS SHOP,SHOPPING,3.8,44255.0,"10,000,000+",Free,Everyone,Shopping,2018-08-03,6.0.4,4.1 and up,44255.0,False,0.0,0.5526315789473685
Family Dollar,SHOPPING,4.3,2588.0,"1,000,000+",Free,Everyone,Shopping,2018-07-23,2.4.0,4.1 and up,2588.0,False,0.0,0.6
11st,SHOPPING,3.8,48732.0,"10,000,000+",Free,Everyone,Shopping,2018-07-31,7.8.1,4.0 and up,48732.0,False,0.0,0.5897435897435898
Flipkart Online Shopping App,SHOPPING,4.4,6012719.0,"100,000,000+",Free,Teen,Shopping,2018-08-06,Varies with device,Varies with device,6012719.0,False,0.0,0.6785714285714286
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187.0,"1,000,000+",Free,Everyone,Shopping,2018-06-21,4.89,4.3 and up,23187.0,False,0.0,0.7
Extreme Coupon Finder,SHOPPING,4.1,11798.0,"1,000,000+",Free,Everyone,Shopping,2018-05-10,Varies with device,Varies with device,11798.0,False,0.0,0.5714285714285714
Checkout 51: Grocery coupons,SHOPPING,4.1,52896.0,"10,000,000+",Free,Everyone,Shopping,2018-06-18,Varies with device,Varies with device,52896.0,False,0.0,0.8076923076923077
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701.0,"500,000+",Free,Everyone,Shopping,2018-07-25,2.4.0,4.4 and up,9701.0,False,0.0,0.45
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749.0,"50,000,000+",Free,Teen,Shopping,2018-08-03,Varies with device,Varies with device,1370749.0,False,0.0,0.7916666666666666
Extreme Coupon Finder,SHOPPING,4.1,11798.0,"1,000,000+",Free,Everyone,Shopping,2018-05-10,Varies with device,Varies with device,11798.0,False,0.0,0.5714285714285714
Checkout 51: Grocery coupons,SHOPPING,4.1,52896.0,"10,000,000+",Free,Everyone,Shopping,2018-06-18,Varies with device,Varies with device,52896.0,False,0.0,0.8076923076923077
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253.0,"1,000,000+",Free,Everyone,Shopping,2018-08-03,4.31.2,4.4 and up,37253.0,False,0.0,0.6842105263157895
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749.0,"50,000,000+",Free,Teen,Shopping,2018-08-03,Varies with device,Varies with device,1370749.0,False,0.0,0.7916666666666666
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758.0,"1,000,000+",Free,Everyone,Shopping,2018-08-06,Varies with device,Varies with device,33758.0,False,0.0,0.5454545454545454
HauteLook,SHOPPING,4.1,7193.0,"500,000+",Free,Everyone,Shopping,2018-07-13,5.0.2,4.4 and up,7193.0,False,0.0,0.45454545454545453
Extreme Coupon Finder,SHOPPING,4.1,11798.0,"1,000,000+",Free,Everyone,Shopping,2018-05-10,Varies with device,Varies with device,11798.0,False,0.0,0.5714285714285714
Checkout 51: Grocery coupons,SHOPPING,4.1,52896.0,"10,000,000+",Free,Everyone,Shopping,2018-06-18,Varies with device,Varies with device,52896.0,False,0.0,0.8076923076923077
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701.0,"500,000+",Free,Everyone,Shopping,2018-07-25,2.4.0,4.4 and up,9701.0,False,0.0,0.45
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569.0,"100,000,000+",Free,Teen,Shopping,2018-08-06,Varies with device,Varies with device,5916569.0,False,0.0,0.6444444444444445
Amazon Shopping,SHOPPING,4.3,909204.0,"100,000,000+",Free,Teen,Shopping,2018-07-31,16.14.0.100,4.4 and up,909204.0,False,0.0,0.4888888888888889
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520.0,"10,000,000+",Free,Teen,Shopping,2018-08-03,5.3.1,4.1 and up,95520.0,False,0.0,0.7435897435897436
ASOS,SHOPPING,4.7,181798.0,"10,000,000+",Free,Everyone,Shopping,2018-07-30,4.4.9,4.4 and up,181798.0,False,0.0,0.7878787878787878
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701.0,"500,000+",Free,Everyone,Shopping,2018-07-25,2.4.0,4.4 and up,9701.0,False,0.0,0.45
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520.0,"10,000,000+",Free,Teen,Shopping,2018-08-03,5.3.1,4.1 and up,95520.0,False,0.0,0.7435897435897436
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749.0,"50,000,000+",Free,Teen,Shopping,2018-08-03,Varies with device,Varies with device,1370749.0,False,0.0,0.7916666666666666
Find&Save - Local Shopping,SHOPPING,4.0,4602.0,"500,000+",Free,Everyone,Shopping,2017-12-22,3.0.0,4.1 and up,4602.0,False,0.0,0.6451612903225806
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485.0,"100,000,000+",Free,Teen,Shopping,2018-08-06,Varies with device,Varies with device,5917485.0,False,0.0,0.6444444444444445
Boxed Wholesale,SHOPPING,3.8,6380.0,"1,000,000+",Free,Everyone,Shopping,2018-08-02,Varies with device,Varies with device,6380.0,False,0.0,0.75
ASOS,SHOPPING,4.7,181823.0,"10,000,000+",Free,Everyone,Shopping,2018-07-30,4.4.9,4.4 and up,181823.0,False,0.0,0.7878787878787878
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500.0,"1,000,000+",Free,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,109500.0,False,0.0,0.9166666666666666
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159.0,"500,000+",Free,Everyone,Photography,2018-01-31,2.1.9,4.0.3 and up,21159.0,False,0.0,0.7692307692307693
Google Photos,PHOTOGRAPHY,4.5,10858556.0,"1,000,000,000+",Free,Everyone,Photography,2018-08-06,Varies with device,Varies with device,10858556.0,False,0.0,0.7486910994764397
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953.0,"5,000,000+",Free,Everyone,Photography,2018-07-26,2.2.4,4.2 and up,38953.0,False,0.0,0.6666666666666666
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634.0,"10,000,000+",Free,Everyone,Photography,2018-07-06,1.5.1,4.4 and up,142634.0,False,0.0,0.5882352941176471
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804.0,"50,000,000+",Free,Everyone,Photography,2018-07-22,5.0.508,4.4 and up,914804.0,False,0.0,0.7619047619047619
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841.0,"1,000,000+",Free,Everyone,Photography,2018-07-24,1.6.4,4.2 and up,21841.0,False,0.0,0.7647058823529411
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578.0,"100,000,000+",Free,Everyone,Photography,2018-07-30,7.6.5,4.3 and up,5282578.0,False,0.0,0.5625
HD Camera,PHOTOGRAPHY,4.3,49680.0,"5,000,000+",Free,Everyone,Photography,2018-07-11,1.8.5,4.2 and up,49680.0,False,0.0,0.0
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864.0,"500,000+",Free,Everyone,Photography,2018-05-03,22.0,4.0.3 and up,1864.0,False,0.0,0.6410256410256411
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047.0,"100,000,000+",Free,Everyone,Photography,2018-07-31,6.9.031,4.1 and up,3158047.0,False,0.0,0.5
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410.0,"1,000,000+",Free,Everyone,Photography,2018-06-27,4.1,4.0.3 and up,4410.0,False,0.0,0.4473684210526316
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421.0,"10,000,000+",Free,Everyone,Photography,2018-08-06,2.74.685,4.0.3 and up,53421.0,False,0.0,0.6363636363636364
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421.0,"5,000,000+",Free,Everyone,Photography,2018-07-28,2.4,4.1 and up,62421.0,False,0.0,0.6666666666666666
Google Photos,PHOTOGRAPHY,4.5,10858538.0,"1,000,000,000+",Free,Everyone,Photography,2018-08-06,Varies with device,Varies with device,10858538.0,False,0.0,0.7486910994764397
Flickr,PHOTOGRAPHY,4.3,251951.0,"10,000,000+",Free,Mature 17+,Photography,2018-07-11,4.7.3,4.4 and up,251951.0,False,0.0,0.546875
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282558.0,"100,000,000+",Free,Everyone,Photography,2018-07-30,7.6.5,4.3 and up,5282558.0,False,0.0,0.5625
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936.0,"100,000,000+",Free,Everyone,Photography,2018-07-31,6.9.031,4.1 and up,3157936.0,False,0.0,0.5
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135.0,"100,000,000+",Free,Everyone,Photography,2018-07-12,Varies with device,Varies with device,2418135.0,False,0.0,0.7692307692307693
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649.0,"100,000,000+",Free,Everyone,Photography,2018-07-16,4.47,4.0.3 and up,3368649.0,False,0.0,0.6403508771929824
Blur Image Background,PHOTOGRAPHY,3.9,129272.0,"10,000,000+",Free,Everyone,Photography,2018-07-30,1.32,4.1 and up,129272.0,False,0.0,0.7272727272727273
Google Photos,PHOTOGRAPHY,4.5,10859051.0,"1,000,000,000+",Free,Everyone,Photography,2018-08-06,Varies with device,Varies with device,10859051.0,False,0.0,0.7486910994764397
Flickr,PHOTOGRAPHY,4.3,251951.0,"10,000,000+",Free,Mature 17+,Photography,2018-07-11,4.7.3,4.4 and up,251951.0,False,0.0,0.546875
HD Camera Ultra,PHOTOGRAPHY,4.3,462152.0,"10,000,000+",Free,Everyone,Photography,2015-10-17,2.3.1,Varies with device,462152.0,False,0.0,0.7222222222222222
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917.0,"10,000,000+",Free,Everyone,Photography,2018-06-11,2.2.93,4.0 and up,140917.0,False,0.0,0.8888888888888888
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211.0,"1,000,000+",Free,Everyone,Photography,2017-01-19,1.5.5,2.1 and up,49211.0,False,0.0,0.5882352941176471
HD Camera for Android,PHOTOGRAPHY,4.1,351254.0,"10,000,000+",Free,Everyone,Photography,2018-06-29,4.6.0.0,4.2 and up,351254.0,False,0.0,0.7692307692307693
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506.0,"10,000,000+",Free,Everyone,Photography,2018-05-24,4.5.2,5.0 and up,157506.0,False,0.0,0.38461538461538464
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973.0,"10,000,000+",Free,Everyone,Photography,2018-08-02,Varies with device,Varies with device,420973.0,False,0.0,0.5
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140.0,"5,000,000+",Free,Everyone,Photography,2018-02-11,5.5.2,4.0.3 and up,78140.0,False,0.0,0.6666666666666666
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135.0,"100,000,000+",Free,Everyone,Photography,2018-07-12,Varies with device,Varies with device,2418135.0,False,0.0,0.7692307692307693
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343.0,"10,000,000+",Free,Everyone,Photography,2018-07-14,6.4.3,4.0.3 and up,215343.0,False,0.0,0.6486486486486487
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368646.0,"100,000,000+",Free,Everyone,Photography,2018-07-16,4.47,4.0.3 and up,3368646.0,False,0.0,0.6403508771929824
HD Camera for Android,PHOTOGRAPHY,4.1,351255.0,"10,000,000+",Free,Everyone,Photography,2018-06-29,4.6.0.0,4.2 and up,351255.0,False,0.0,0.7692307692307693
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337.0,"1,000,000+",Free,Everyone,Photography,2017-03-15,2.0.5,4.0 and up,126337.0,False,0.0,0.6285714285714286
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418158.0,"100,000,000+",Free,Everyone,Photography,2018-07-12,Varies with device,Varies with device,2418158.0,False,0.0,0.7692307692307693
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917.0,"50,000,000+",Free,Everyone,Photography,2018-07-22,5.0.508,4.4 and up,914917.0,False,0.0,0.7619047619047619
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151.0,"100,000,000+",Free,Everyone,Photography,2018-07-31,6.9.031,4.1 and up,3158151.0,False,0.0,0.5
Color Touch Effects,PHOTOGRAPHY,3.8,167652.0,"10,000,000+",Free,Everyone,Photography,2018-04-23,4.5,4.1 and up,167652.0,False,0.0,0.5
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705.0,"100,000,000+",Free,Everyone,Photography,2018-07-16,4.47,4.0.3 and up,3368705.0,False,0.0,0.6403508771929824
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295.0,"10,000,000+",Free,Everyone,Photography,2017-06-23,4.0.7,4.0 and up,197295.0,False,0.0,0.6764705882352942
Add Text To Photo,PHOTOGRAPHY,4.1,21578.0,"1,000,000+",Free,Everyone,Photography,2017-09-08,1.1.3,2.3 and up,21578.0,False,0.0,0.5294117647058824
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151.0,"100,000,000+",Free,Everyone,Photography,2018-07-31,6.9.031,4.1 and up,3158151.0,False,0.0,0.5
Free Sports TV,SPORTS,4.3,1802.0,"100,000+",Free,Everyone,Sports,2018-06-21,1.4,4.0.3 and up,1802.0,False,0.0,0.5925925925925926
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909.0,"10,000,000+",Free,Everyone,Sports,2018-08-03,4.3.1,4.4 and up,342909.0,False,0.0,0.5128205128205128
Football Live Scores,SPORTS,4.5,107724.0,"5,000,000+",Free,Everyone,Sports,2018-07-31,1004.0,4.0 and up,107724.0,False,0.0,0.8235294117647058
BeSoccer - Soccer Live Score,SPORTS,4.5,152780.0,"10,000,000+",Free,Everyone,Sports,2018-07-18,Varies with device,Varies with device,152780.0,False,0.0,0.6944444444444444
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031.0,"5,000,000+",Free,Everyone,Sports,2018-08-04,Varies with device,5.0 and up,91031.0,False,0.0,0.640625
BBC Sport,SPORTS,4.2,18678.0,"1,000,000+",Free,Everyone,Sports,2018-04-25,Varies with device,Varies with device,18678.0,False,0.0,0.673469387755102
All Football - Latest News & Videos,SPORTS,4.6,152867.0,"10,000,000+",Free,Everyone,Sports,2018-08-03,3.0.5,4.1 and up,152867.0,False,0.0,0.84375
Eurosport,SPORTS,4.0,121003.0,"10,000,000+",Free,Everyone,Sports,2018-08-06,Varies with device,Varies with device,121003.0,False,0.0,0.42105263157894735
